Turn;Speaker;Cue;Response;Context;MLM response;System llh;MLM llh;USR DLcontext;USR DLfact;Overall Human Rating;Interesting;Engaging;Specific;Relevant;Correct;Semantically Appropriate;Understandable;Fluent
23;;Ella;So your name is Ella?; Has orange like by agent? I like orange Interesting! I did not know anything that piotr like Garfield's favourite food is lasagne Let me ask you something. Has garfield favourite food ever like by a agent? I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella;?  your  name  is ? ;0.327142107;0.484396638;0.99808055;0.9971017;0;;;;;;;;
24;;So your name is Ella?;yes;ent? I like orange Interesting! I did not know anything that piotr like Garfield's favourite food is lasagne Let me ask you something. Has garfield favourite food ever like by a agent? I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella?;e ;0;0.16542083;0.9978502;0.99685335;0;;;;;;;;
25;Leolani2;yes;Do you have any gossip?; I like orange Interesting! I did not know anything that piotr like Garfield's favourite food is lasagne Let me ask you something. Has garfield favourite food ever like by a agent? I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella? yes; do  you  know  any  pets ;0.580621159;0.718405491;0.99780136;0.9970257;3;1;5;1;3;3;4;5;5
26;Ella;Do you have any gossip?;My favourite animal is a flamingo;ng! I did not know anything that piotr like Garfield's favourite food is lasagne Let me ask you something. Has garfield favourite food ever like by a agent? I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella? yes Do you have any gossip?; my  favorite  bird  is  the  cat ;0.31458299;0.594142909;0.9970044;0.9970144;0;;;;;;;;
27;Leolani2;My favourite animal is a flamingo;I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is;iotr like Garfield's favourite food is lasagne Let me ask you something. Has garfield favourite food ever like by a agent? I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella? yes Do you have any gossip? My favourite animal is a flamingo; i  would  like  to  know what  kind  of  animal  are  is  a  book ?  you  have  your  the  animal ? ;0.338666272;0.653402345;0.99705344;0.9961896;2;1;3;3;2;2;1;1;1
28;Ella;I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is;a flamingo is an animal; I like lasagne too May I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella? yes Do you have any gossip? My favourite animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is; a  animal  or  an  animal ;0.372048743;0.656053373;0.9973038;0.45008454;0;;;;;;;;
29;Leolani2;a flamingo is an animal;I am curious. What types can a flamingo be;I ask you why? How are you doing? Can you tell me your name Ella? Ella So your name is Ella? yes Do you have any gossip? My favourite animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal; i  am  wondering what  animal  would  a  bird  have ;0.434767036;0.580307954;0.9981155;0.3997416;3;2;5;3;4;3;2;2;1
30;Ella;I am curious. What types can a flamingo be;a flamingo is a bird;ell me your name Ella? Ella So your name is Ella? yes Do you have any gossip? My favourite animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be;?  bird  or  a  animal ;0.32650784;0.674079287;0.9980461;0.45127308;0;;;;;;;;
31;Leolani2;a flamingo is a bird;I would like to know. What types can a flamingo be;? Ella So your name is Ella? yes Do you have any gossip? My favourite animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird; i  would  like  to  know  what  types  can  a  bird  be ;0.793252739;0.96879084;0.9981083;0.9964049;3;2;5;3;4;3;2;2;1
32;Ella;I would like to know. What types can a flamingo be;a flamingo is pink;ssip? My favourite animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be; a  bird  is  a ;0.382735908;0.832784668;0.998326;0.99713224;0;;;;;;;;
33;Leolani2;a flamingo is pink;This is news to me. I had never heard about a flamingo before!;animal is a flamingo I would like to know. What types of publisher orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink; that  was  new  to  me i  have  never  heard  of  a  bird  being ;0.405036385;0.691771828;0.9954276;0.99713194;3;2;1;3;3;3;2;4;3
34;Ella;This is news to me. I had never heard about a flamingo before!;a flamingo likes shrimp;her orInstance like a flamingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before!; the  fish  is  to ;0.084853522;0.308182489;0.99588823;0.9969048;0;;;;;;;;
35;Leolani2;a flamingo likes shrimp;I see;amingo do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp; to  wonder ;0.081584394;0.21878925;0.9974526;0.9964376;2;1;1;1;1;2;3;5;5
36;Ella;I see;a flamingo like shrimp; do person orInstance usually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see; a  bird  likes  that ;0.284925569;0.66707062;0.99792284;0.9966866;0;;;;;;;;
37;Leolani2;a flamingo like shrimp;This is news to me. I did not know anybody that a flamingo like;sually favourite animal is a flamingo is an animal I am curious. What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp; which  is  news  to  me i  do  not  know  either  had  liked  chicken  liked ;0.374528967;0.617429084;0.99788517;0.99682117;3;2;1;3;3;3;3;3;2
38;Ella;This is news to me. I did not know anybody that a flamingo like;a flamingo can fly; What types can a flamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like; a  bird  can  eat ;0.393288344;0.627765603;0.9977037;0.99695677;0;;;;;;;;
39;Leolani2;a flamingo can fly;I did not know that! I had never heard about a flamingo before!;lamingo be a flamingo is a bird I would like to know. What types can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly; i  did  not  know  that  i  had  never  heard  about  a  fly  before ;0.62042765;0.766519595;0.9977138;0.9970524;3;2;2;2;3;3;4;5;5
40;Ella;I did not know that! I had never heard about a flamingo before!;what do I like?; can a flamingo be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before!; what  would  you  know ;0.16837525;0.514632188;0.9976888;0.9970703;0;;;;;;;;
41;Leolani2;what do I like?;I may be ignorant, bu tI don't know.I am sorry, I have no idea;be a flamingo is pink This is news to me. I had never heard about a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before! what do I like?;i  may  be  a  but  i  do  i  am  ignorant  i  had  no  idea ;0.388281996;0.65224792;0.9604194;0.9971472;2;1;1;2;4;3;3;3;2
42;Ella;I may be ignorant, bu tI don't know.I am sorry, I have no idea;what is flamingo?;ut a flamingo before! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before! what do I like? I may be ignorant, bu tI don't know.I am sorry, I have no idea; what  a  interesting ;0.323256643;0.627798264;0.9971485;0.9971503;0;;;;;;;;
43;Leolani2;what is flamingo?;I have no idea.;re! a flamingo likes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before! what do I like? I may be ignorant, bu tI don't know.I am sorry, I have no idea what is flamingo?;i  have  no  idea ;0.60025584;0.803267784;0.997016;0.99707705;3;1;1;1;3;3;4;5;5
44;Ella;I have no idea.;stop;ikes shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before! what do I like? I may be ignorant, bu tI don't know.I am sorry, I have no idea what is flamingo? I have no idea.;i ;0;0.317593217;0.996302;0.996094;0;;;;;;;;
45;Leolani2;stop;... just like in my dream;shrimp I see a flamingo like shrimp This is news to me. I did not know anybody that a flamingo like a flamingo can fly I did not know that! I had never heard about a flamingo before! what do I like? I may be ignorant, bu tI don't know.I am sorry, I have no idea what is flamingo? I have no idea. stop; laughing  just  like  in  my  movie ;0.289331128;0.322656808;0.99466914;0.99610925;;;;;;;;;
