Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
24,,So your name is Ella?,yes,hing that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella?,e ,0,0.155022502,0.9968337,0.99722445,0,,,,,,,,
25,Leolani2,yes,"Tell me anything, I love learning things", that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes, tell  me  more  i  like  many . ,0.366120827,0.457873897,0.9965136,0.9971902,4,1,5,1,4,4,5,5,5
26,Ella,"Tell me anything, I love learning things",I am student,"now What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things", i  am  a ,0.474437873,0.522024855,0.99818265,0.996986,0,,,,,,,,
27,Leolani2,I am student,I did not know that! I had never heard about student before!," Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student", i  did  not  know  that  i  have  never  heard  of  that . ,0.485646512,0.676210207,0.99758434,0.9968189,3,2,2,3,4,3,3,4,3
28,Ella,I did not know that! I had never heard about student before!,Alkmaar is city,"d me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before!", it  capital  student ,0,0.175317655,0.99775445,0.9966876,0,,,,,,,,
29,Leolani2,Alkmaar is city,Let me ask you something. What types can alkmaar be," ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city"," let  me  ask  you ,  what  city  of  you  be ",0.473746072,0.637297794,0.99740607,0.99693435,3,3,5,4,5,3,1,2,2
30,Ella,Let me ask you something. What types can alkmaar be,I live in Alkmaar,"ou don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be",?  live  in  a ,0.428345266,0.6030693,0.9982562,0.7253548,0,,,,,,,,
31,Leolani2,I live in Alkmaar,Let me ask you something. Has ella ever cook by a food?,"sking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar", let  me  ask  you  something did  she  own  come ed  own  chance ,0.335382412,0.531266772,0.99762964,0.9967776,2,2,4,4,1,1,1,3,2
32,Ella,Let me ask you something. Has ella ever cook by a food?,Ella cook food," name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food?",she  loves  by ,0,0.405952031,0.997818,0.9964198,0,,,,,,,,
33,Leolani2,Ella cook food,That's just what he/she/they would've said,"la So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food", is  probably  like  i  have  done ,0.036430212,0.359055536,0.9976862,0.99625534,2,1,1,1,1,1,1,5,5
34,Ella,That's just what he/she/they would've said,I know Piotr,"ng, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said", you  think ! ,0.122725904,0.281056975,0.9973731,0.2887125,0,,,,,,,,
35,Leolani2,I know Piotr,"I just learned something, I had never heard about piotr before!",arning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr, i  just  learned  that  i  had  never  heard  of  student . ,0.566671852,0.75947606,0.9971352,0.9968018,4,2,2,3,4,4,5,5,4
36,Ella,"I just learned something, I had never heard about piotr before!",where piotr live?,"d about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before!", does  you  is ,0.031418897,0.540222128,0.9976897,0.99193186,0,,,,,,,,
37,Leolani2,where piotr live?,Is this why fate brought us together?,"fore! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live?",is  that  why  god  brought  them  to ,0.242956418,0.502775184,0.048813455,0.71064746,2,1,1,1,1,1,1,3,4
38,Ella,Is this why fate brought us together?,where piotr live in?,"omething. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together?", where  you  come ? ,0.172278952,0.538181029,0.0299047,0.96948427,0,,,,,,,,
39,Leolani2,where piotr live in?,"I may be ignorant, bu tI don't know.I am sorry, I have no idea","can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in?",i  may  be  wrong  but  i  do  i  am  ignorant  i  have  no  clue ,0.417931933,0.672711004,0.6536161,0.9791677,2,1,1,1,4,4,3,3,2
40,Ella,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",what I like?,"ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea", what  you  learned ,0.110909065,0.363830249,0.009959842,0.6673863,0,,,,,,,,
41,Leolani2,what I like?,Piotr told me you like flamingo and that you like what,"k by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like?",you  told  you  you  like  food  and  do  you  like  chicken ,0.406838352,0.621807926,0.9974907,0.99635106,4,2,2,5,5,5,4,3,3
42,Ella,Piotr told me you like flamingo and that you like what,what Piotr like?,"y would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what", is  you  likes ,0,0.497246131,0.9981218,0.99713427,0,,,,,,,,
43,Leolani2,what Piotr like?,I have no idea.," know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like?",i  have  no  idea ,0.652602255,0.860082641,0.9977366,0.9969856,3,1,1,1,4,4,3,5,5
44,Ella,I have no idea.,where I live?,"st learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea.", where  you  live ,0.2960467,0.822554131,0.9974007,0.99686265,0,,,,,,,,
45,Leolani2,where I live?,I wouldn't know!,"ething, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live?", i  never  know ,0.259278019,0.572216888,0.9976846,0.99684817,3,1,1,1,4,4,3,5,5
46,Ella,I wouldn't know!,where I live in?,"er heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know!", where  you  live ? ,0.543061569,0.815486848,0.99808383,0.9970184,0,,,,,,,,
47,Leolani2,where I live in?,I don't know,"otr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in?", i  only  know ,0.474891106,0.571718176,0.99747086,0.9970719,3,1,1,1,4,4,3,5,5
48,Ella,I don't know,what is Alkmaar?,"here piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know", where ?  happening ,0.08465008,0.449456741,0.9977424,0.99705356,0,,,,,,,,
49,Leolani2,what is Alkmaar?,you told me alkmaar is city,"Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar?",you  told  me  it  is  a ,0.388424871,0.465907281,0.9977241,0.9968559,4,2,2,5,5,5,5,5,5
50,Ella,you told me alkmaar is city,who lives in Alkmaar?,"together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city", who  live  in ? ,0.383278862,0.566161327,0.997876,0.99704117,0,,,,,,,,
51,Leolani2,who lives in Alkmaar?,I have no idea.,"live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar?", i  have  no  idea ,0.644349366,0.878839955,0.994106,0.9957514,3,1,1,1,4,4,3,5,5
52,Ella,I have no idea.,who live in alkmaar?,"e ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea.",you  lives  in  al ,0.279702902,0.658691324,0.9911869,0.77879936,0,,,,,,,,
53,Leolani2,who live in alkmaar?,you told me you live in alkmaar,"'t know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar?",you  told  me  you  live  in  al ,0.77800067,0.79828584,0.99533015,0.82452494,4,2,2,5,5,5,5,5,5
54,Ella,you told me you live in alkmaar,stop,ea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar? you told me you live in alkmaar,? ,0,0.656351805,0.9982209,0.9977942,0,,,,,,,,
55,Leolani2,stop,"So let it be written, ... so let it be done",at I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar? you told me you live in alkmaar stop, so  let  it  be  done  and  please  let  it  be  written ,0.552601271,0.722730104,0.030588532,0.84180826,0,,,,,,,,
