Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
18,Leolani2,Ella like what?,If you don't mind me asking. Has ella be member of institution?, glad to have learned something new. I did not know anybody that piotr live in I know Ella Exciting news! I am excited to get to know about you! Ella like flamingo Exciting news! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what?," if  you  would  mind  me , can  she  been  part  of  the ",0.356768916050593,0.593094766139984,0.9968395,0.9949875,2,2,2,1,1,2,2,2,1
19,Piotr,If you don't mind me asking. Has ella be member of institution?,Ella is student, piotr live in I know Ella Exciting news! I am excited to get to know about you! Ella like flamingo Exciting news! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution?, she  a  a ,0.062421833475431,0.314453408122063,0.99688375,0.9969095,,,,,,,,,
20,Leolani2,Ella is student,If you don't mind me asking. Has ella own object?, know Ella Exciting news! I am excited to get to know about you! Ella like flamingo Exciting news! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student, if  you  do  mind  me  asking is  her  been  a ,0.419940818846226,0.689799220860004,0.99765116,0.99653333,2,2,2,1,2,2,2,3,1
21,Leolani2,If you don't mind me asking. Has ella own object?,How's it going? What is your name? Ella?,now about you! Ella like flamingo Exciting news! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object?,how  it ?  what  s  her  favorite  _ ,0.281844822689891,0.573807271197438,0.99775696,0.99721885,,,,,,,,,
22,,How's it going? What is your name? Ella?,Ella,g news! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella?,e ,0,0.16126361489296,0.9976097,0.99724585,,,,,,,,,
23,,Ella,So your name is Ella?,s! I did not know anything that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella,?  your  name ? ? ,0.292216110229492,0.7016437292099,0.99762064,0.9972391,,,,,,,,,
24,,So your name is Ella?,yes,hing that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella?,e ,0,0.155022501945496,0.9968337,0.99722445,,,,,,,,,
25,Leolani2,yes,"Tell me anything, I love learning things", that ella like What Ella like? I don't know What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes, tell  me  more  i  like  many . ,0.366120826985155,0.45787389682872,0.9965136,0.9971902,3,2,2,1,1,3,3,3,3
26,Ella,"Tell me anything, I love learning things",I am student,"now What does Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things", i  am  a ,0.474437872568766,0.522024855017662,0.99818265,0.996986,,,,,,,,,
27,Leolani2,I am student,I did not know that! I had never heard about student before!," Ella like? I wouldn't know! Ella like what? If you don't mind me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student", i  did  not  know  that  i  have  never  heard  of  that . ,0.485646512359381,0.67621020724376,0.99758434,0.9968189,1,2,2,2,2,1,1,1,1
28,Ella,I did not know that! I had never heard about student before!,Alkmaar is city,"d me asking. Has ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before!", it  capital  student ,0,0.175317655007044,0.99775445,0.9966876,,,,,,,,,
29,Leolani2,Alkmaar is city,Let me ask you something. What types can alkmaar be," ella be member of institution? Ella is student If you don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city"," let  me  ask  you ,  what  city  of  you  be ",0.473746071755886,0.637297794222832,0.99740607,0.99693435,2,2,2,2,2,1,3,3,1
30,Ella,Let me ask you something. What types can alkmaar be,I live in Alkmaar,"ou don't mind me asking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be",?  live  in  a ,0.428345265798271,0.603069299831986,0.9982562,0.7253548,,,,,,,,,
31,Leolani2,I live in Alkmaar,Let me ask you something. Has ella ever cook by a food?,"sking. Has ella own object? How's it going? What is your name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar", let  me  ask  you  something did  she  own  come ed  own  chance ,0.335382411877314,0.531266772498687,0.99762964,0.9967776,1,2,2,1,1,2,2,2,1
32,Ella,Let me ask you something. Has ella ever cook by a food?,Ella cook food," name? Ella? Ella So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food?",she  loves  by ,0,0.405952031413714,0.997818,0.9964198,,,,,,,,,
33,Leolani2,Ella cook food,That's just what he/she/they would've said,"la So your name is Ella? yes Tell me anything, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food", is  probably  like  i  have  done ,0.036430212358634,0.359055536488692,0.9976862,0.99625534,1,1,1,1,1,2,2,1,1
34,Ella,That's just what he/she/they would've said,I know Piotr,"ng, I love learning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said", you  think ! ,0.122725903987885,0.281056975324949,0.9973731,0.2887125,,,,,,,,,
35,Leolani2,I know Piotr,"I just learned something, I had never heard about piotr before!",arning things I am student I did not know that! I had never heard about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr, i  just  learned  that  i  had  never  heard  of  student . ,0.566671852361072,0.759476060217077,0.9971352,0.9968018,1,2,2,2,3,1,1,1,1
36,Ella,"I just learned something, I had never heard about piotr before!",where piotr live?,"d about student before! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before!", does  you  is ,0.031418897211552,0.54022212823232,0.9976897,0.99193186,,,,,,,,,
37,Leolani2,where piotr live?,Is this why fate brought us together?,"fore! Alkmaar is city Let me ask you something. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live?",is  that  why  god  brought  them  to ,0.24295641801187,0.502775183745793,0.048813455,0.71064746,1,1,1,1,1,1,1,3,2
38,Ella,Is this why fate brought us together?,where piotr live in?,"omething. What types can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together?", where  you  come ? ,0.172278951853514,0.538181029260159,0.0299047,0.96948427,,,,,,,,,
39,Leolani2,where piotr live in?,"I may be ignorant, bu tI don't know.I am sorry, I have no idea","can alkmaar be I live in Alkmaar Let me ask you something. Has ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in?",i  may  be  wrong  but  i  do  i  am  ignorant  i  have  no  clue ,0.417931933488165,0.672711004103933,0.6536161,0.9791677,1,1,1,1,1,1,1,3,2
40,Ella,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",what I like?,"ella ever cook by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea", what  you  learned ,0.110909064610799,0.363830248514811,0.009959842,0.6673863,,,,,,,,,
41,Leolani2,what I like?,Piotr told me you like flamingo and that you like what,"k by a food? Ella cook food That's just what he/she/they would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like?",you  told  you  you  like  food  and  do  you  like  chicken ,0.406838352368637,0.621807926080444,0.9974907,0.99635106,3,2,2,3,3,3,3,3,2
42,Ella,Piotr told me you like flamingo and that you like what,what Piotr like?,"y would've said I know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what", is  you  likes ,0,0.497246131300926,0.9981218,0.99713427,,,,,,,,,
43,Leolani2,what Piotr like?,I have no idea.," know Piotr I just learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like?",i  have  no  idea ,0.652602255344391,0.860082641243935,0.9977366,0.9969856,2,2,1,1,3,3,3,3,3
44,Ella,I have no idea.,where I live?,"st learned something, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea.", where  you  live ,0.296046700018148,0.822554131348928,0.9974007,0.99686265,,,,,,,,,
45,Leolani2,where I live?,I wouldn't know!,"ething, I had never heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live?", i  never  know ,0.259278019269307,0.572216888268789,0.9976846,0.99684817,1,1,1,1,1,1,1,3,2
46,Ella,I wouldn't know!,where I live in?,"er heard about piotr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know!", where  you  live ? ,0.543061569333077,0.81548684835434,0.99808383,0.9970184,,,,,,,,,
47,Leolani2,where I live in?,I don't know,"otr before! where piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in?", i  only  know ,0.474891106287638,0.571718176205953,0.99747086,0.9970719,1,1,1,1,1,1,1,3,2
48,Ella,I don't know,what is Alkmaar?,"here piotr live? Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know", where ?  happening ,0.084650079719722,0.449456741412481,0.9977424,0.99705356,,,,,,,,,
49,Leolani2,what is Alkmaar?,you told me alkmaar is city,"Is this why fate brought us together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar?",you  told  me  it  is  a ,0.388424870868524,0.465907280643781,0.9977241,0.9968559,2,2,2,3,3,3,2,3,2
50,Ella,you told me alkmaar is city,who lives in Alkmaar?,"together? where piotr live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city", who  live  in ? ,0.383278861641884,0.566161327064037,0.997876,0.99704117,,,,,,,,,
51,Leolani2,who lives in Alkmaar?,I have no idea.,"live in? I may be ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar?", i  have  no  idea ,0.644349366426468,0.878839954733849,0.994106,0.9957514,1,1,1,1,1,1,1,3,2
52,Ella,I have no idea.,who live in alkmaar?,"e ignorant, bu tI don't know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea.",you  lives  in  al ,0.27970290184021,0.658691324293613,0.9911869,0.77879936,,,,,,,,,
53,Leolani2,who live in alkmaar?,you told me you live in alkmaar,"'t know.I am sorry, I have no idea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar?",you  told  me  you  live  in  al ,0.778000669819968,0.798285839813096,0.99533015,0.82452494,2,2,2,3,3,3,3,3,2
54,Ella,you told me you live in alkmaar,stop,ea what I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar? you told me you live in alkmaar,? ,0,0.656351804733276,0.9982209,0.9977942,,,,,,,,,
55,Leolani2,stop,"So let it be written, ... so let it be done",at I like? Piotr told me you like flamingo and that you like what what Piotr like? I have no idea. where I live? I wouldn't know! where I live in? I don't know what is Alkmaar? you told me alkmaar is city who lives in Alkmaar? I have no idea. who live in alkmaar? you told me you live in alkmaar stop, so  let  it  be  done  and  please  let  it  be  written ,0.552601271393624,0.72273010421883,0.030588532,0.84180826,,,,,,,,,
