Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
28,Thomas,Let me ask you something. Has imme ever favorite of a interest?,Imme likes reading,"ame is Thomas? Yes Tell me something, anything! I live in Amsterdam Exciting news! I did not know anybody who live in amsterdam Imme also lives in Amsterdam Let me ask you something. Has imme be from location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest?", he  like  to ,0.03494121630986532,0.1718739246328672,0.9975815,0.99534214,,,,,,,,,
29,Leolani2,Imme likes reading,Let me ask you something. Has imme ever favorite of a interest?,"Tell me something, anything! I live in Amsterdam Exciting news! I did not know anybody who live in amsterdam Imme also lives in Amsterdam Let me ask you something. Has imme be from location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest? Imme likes reading", let  me  ask  you  something has me  ever  favorite  of  a  interest ,0.7264612714449564,0.8839193880558014,0.997244,0.99682677,2,2,4,4,3,1,2,1,3
30,Thomas,Let me ask you something. Has imme ever favorite of a interest?,I like reading,I did not know anybody who live in amsterdam Imme also lives in Amsterdam Let me ask you something. Has imme be from location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest?, i  like  reading ,0.8366195956865946,0.8366195956865946,0.99737173,0.99695784,,,,,,,,,
31,Leolani2,I like reading,I am glad to have learned something new. I did not know anybody who like reading,anybody who live in amsterdam Imme also lives in Amsterdam Let me ask you something. Has imme be from location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading, and  am  glad  i  have  learned  something . i  do  not  know  people  who  likes  reading ,0.5475727469893172,0.8034780155867338,0.99713945,0.9967476,4,3,2,4,4,4,4,5,3
32,Thomas,I am glad to have learned something new. I did not know anybody who like reading,Who likes reading?,ng. Has imme be from location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading,.  like  reading ,0.09830770020683606,0.6985323627789816,0.9978747,0.9968614,,,,,,,,,
33,Leolani2,Who likes reading?,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",m location? Imme is not from Rotterdam Let me ask you something. Has imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading?, i  may  be  wrong  but  i  do  i  am  ignorant  i  had  no  idea ,0.41203141851084574,0.7028977232319968,0.995588,0.99632585,2,2,2,1,5,2,4,5,4
34,Thomas,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",stop,". Has imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea",. ,0.0,0.6075630187988281,0.58667415,0.996834,,,,,,,,,
35,Leolani2,stop,Interesting," imme ever favorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop", i ,0.0,0.15495675802230835,0.11858278,0.9966915,,,,,,,,,
36,Leolani2,Interesting,"Good to see you! I've told you my name, but what about yours? Stranger?","avorite of a interest? Imme likes reading Let me ask you something. Has imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting", nice  to  meet .  i  told  you  my  story  but  what  is  your hello ,0.35354907611118896,0.6112107325877462,0.15723738,0.99575377,,,,,,,,,
37,Fina,"Good to see you! I've told you my name, but what about yours? Stranger?",fina,"imme ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger?",hello ,0.0,0.10941106826066971,0.04598525,0.97013,,,,,,,,,
38,Leolani2,fina,So your name is Fina?,"ever favorite of a interest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina",?  your  name ? ? ,0.37656611800193784,0.6346970662474632,0.009336992,0.9472536,,,,,,,,,
39,Fina,So your name is Fina?,yes,"erest? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina?",hello ,0.0,0.05913509055972099,0.028725868,0.6349395,,,,,,,,,
40,Leolani2,yes,"Tell me something, anything!","t? I like reading I am glad to have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes", tell  me  about  but ,0.48202376067638397,0.7154284976422787,0.029860621,0.9337259,3,2,4,2,5,5,4,5,5
41,Fina,"Tell me something, anything!",I like to cook,"o have learned something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything!",i  like  to  read ,0.5865194648504257,0.832143560051918,0.132527,0.6355089,,,,,,,,,
42,Leolani2,I like to cook,If you don't mind me asking. What types of Instance like cook do person orInstance usually like to,"something new. I did not know anybody who like reading Who likes reading? I may be ignorant, bu tI don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook", if  you  would  mind  me ! what  kind  of  things  or  cooking ?  you as  you  like ? ,0.3257263008401626,0.6392162839571635,0.048327632,0.6446155,2,3,4,4,5,5,2,3,2
43,Fina,If you don't mind me asking. What types of Instance like cook do person orInstance usually like to,A person can cook food,"don't know.I am sorry, I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to", do  you  to  cook ? ,0.19526169076561928,0.5372985184192658,0.73086625,0.68147624,,,,,,,,,
44,Leolani2,A person can cook food,But at what cost?,"I have no idea stop Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food", but  at  no  cost ,0.33024453558027744,0.4869914539158344,0.9269139,0.6751252,4,2,4,3,5,5,4,2,5
45,Fina,But at what cost?,A pizza costs ten euros,"p Interesting Good to see you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost?", a  meal  costs  300  dollars ,0.20177324414253234,0.470718640089035,0.9260809,0.45218,,,,,,,,,
46,Leolani2,A pizza costs ten euros,"So let it be written, ... so let it be done","e you! I've told you my name, but what about yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros",.  let  it  be  free  and  or  let  it  be  written ,0.5113777301528237,0.6249509169296785,0.99838245,0.61695576,3,2,2,2,2,2,4,2,5
47,Fina,"So let it be written, ... so let it be done",VU university is in Amsterdam," yours? Stranger? fina So your name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done", my gg  is  in  food ,0.2748127281665802,0.3768917240202427,0.9954535,0.6256126,,,,,,,,,
48,Leolani2,VU university is in Amsterdam,In this economy?," name is Fina? yes Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam", in  the  country ,0.07276793320973714,0.2641138831774394,0.99413645,0.9806182,3,2,4,2,2,2,2,2,5
49,Fina,In this economy?,I always fly business class ,"s Tell me something, anything! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy?", i  would  thought  first ? . ,0.09166477868954341,0.3066069471339385,0.99325216,0.9507562,,,,,,,,,
50,Leolani2,I always fly business class ,This is news to me. I had never heard about business class before!,"! I like to cook If you don't mind me asking. What types of Instance like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class ", which  is  new  to  me i  have  never  heard  of  business  class . ,0.4940388248516963,0.7145343514589163,0.998393,0.39274785,5,3,2,5,5,5,4,5,5
51,Fina,This is news to me. I had never heard about business class before!,Airplanes can fly,"e like cook do person orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before!", you  can  travel ,0.23797092338403067,0.32811449468135834,0.9574124,0.40018687,,,,,,,,,
52,Leolani2,Airplanes can fly,If you don't mind me asking. What types can airplanes can fly,"son orInstance usually like to A person can cook food But at what cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before! Airplanes can fly",? .  would  mind  me  asking what  distance  of  you  actually  fly ,0.2874730204542478,0.5145429335534573,0.37350133,0.44261116,3,1,5,4,2,3,2,2,2
53,Fina,If you don't mind me asking. What types can airplanes can fly,All airplanes can fly,"hat cost? A pizza costs ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before! Airplanes can fly If you don't mind me asking. What types can airplanes can fly",?  planes  can  fly ,0.5212835073471069,0.7998951748013496,0.99431837,0.05719646,,,,,,,,,
54,Leolani2,All airplanes can fly,May I ask you why?,"s ten euros So let it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before! Airplanes can fly If you don't mind me asking. What types can airplanes can fly All airplanes can fly"," if  i  ask , . ",0.27915369868278506,0.3961946159601212,0.99539506,0.18052584,5,3,5,2,5,5,5,5,5
55,Fina,May I ask you why?,stop,"it be written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before! Airplanes can fly If you don't mind me asking. What types can airplanes can fly All airplanes can fly May I ask you why?",! ,0.0,0.22528032958507538,0.996393,0.40982258,,,,,,,,,
56,Leolani2,stop,Interesting," written, ... so let it be done VU university is in Amsterdam In this economy? I always fly business class  This is news to me. I had never heard about business class before! Airplanes can fly If you don't mind me asking. What types can airplanes can fly All airplanes can fly May I ask you why? stop", me ,0.0,0.587821364402771,0.9950008,0.37740514,,,,,,,,,
