Turn,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent,Total nodes,Total edges,Average degree,Average degree centrality,Average closeness,Average degree connectivity,Average assortativity,Average node connectivity,Number of components,Number of strong components,Centrality entropy,Closeness entropy,Sparseness,Total classes,Total properties,Total instances,Total entities,Property class ratio,Average population,Class property ratio,Attribute richness,Inheritance richness,Relationship richness,Total concept assertions,Total role assertions,Total general concept inclusions,Total axioms,Total aBox axioms,Total tBox axioms,Total triples,Total world instances,Total statements,Total perspectives,Total mentions,Total conflicts,Total sources,Total interactions,Total utterances,Ratio statement to triples,Ratio perspectives to triples,Ratio conflicts to triples,Ratio perspectives to statements,Ratio mentions to statements,Ratio conflicts to statements,Average perspectives per statement,Average mentions per statement,Average turns per interaction,Average statements per source,Average perspectives per source
10.0,0.8455715590522725,0.9258668560062038,0.99832135,0.9867422,3.0,3.0,3.5,3.0,3.5,3.25,3.25,3.0,1.5,2952.0,8072.0,5.468834688346884,0.0018532140590806114,0.0016931925814939544,0.8746769112647155,-0.11509386628396562,0.0,3.0,-0.11509386628396562,10.1027687001528,2.7373730533695713,0.0009251455996944793,294.0,267.0,1367.0,1661.0,0.9081632653061225,4.649659863945578,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1367.0,500.0,644.0,2874.0,1867.0,1007.0,8072.0,7.0,4.0,2.0,2.0,0.0,2.0,,2.0,0.0004955401387512388,0.0002477700693756194,0.0,0.5,0.5,0.0,1.0,1.0,2.0,2.0,2.0
11.0,0.6584600659306165,0.7382644119219628,0.9979685,0.99071044,,,,,,,,,,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,0.0,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
12.0,0.16506551188722302,0.4829475269680395,0.996897,0.23418662,3.75,3.75,3.75,3.75,3.25,3.5,3.75,4.0,4.25,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
13.0,0.08167972297877327,0.470279132081611,0.9972268,0.36907223,,,,,,,,,,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
14.0,0.22039411888898874,0.36258208787919627,0.99695736,0.43427098,2.75,2.0,2.5,2.25,2.25,3.0,1.5,2.75,3.75,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
15.0,0.45279089602445477,0.6748190520548478,0.9925634,0.99649906,,,,,,,,,,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
16.0,0.9195020930604412,0.9959757419933225,0.99836504,0.9971545,2.5,1.75,2.25,2.75,2.75,2.5,2.75,2.75,2.0,2966.0,8112.0,5.469993256911666,0.0018448543868167504,0.001698909417161804,0.8795390791369206,-0.1163519854545709,0.0,3.0,-0.1163519854545709,10.11289421830608,2.7386485896835304,0.0009209794619988551,294.0,267.0,1379.0,1673.0,0.9081632653061225,4.690476190476191,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1379.0,519.0,644.0,2905.0,1898.0,1007.0,8112.0,8.0,5.0,3.0,3.0,0.0,2.0,,3.0,0.000616370808678501,0.0003698224852071006,0.0,0.6,0.6,0.0,1.0,1.0,3.0,3.0,3.0
17.0,0.3860259590012395,0.47899672397257625,0.9982931,0.99690175,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
18.0,0.4998105841156515,0.6183555170509978,0.9983982,0.9966393,4.0,3.75,3.0,3.5,3.5,4.0,4.25,4.25,4.25,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
19.0,0.0,0.2692706581232605,0.99275315,0.99479747,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
20.0,0.0,0.3144738079529343,0.99298847,0.9930184,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
21.0,0.5347986890466433,0.7190703150902558,0.98965704,0.9847232,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
22.0,0.0,0.113395936946782,0.83693933,0.96646076,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
23.0,0.36994422693544776,0.5586619109728832,0.199121,0.71885115,,,,,,,,,,2982.0,8154.0,5.468812877263582,0.0018345564834832543,0.0017055184629699751,0.884183211700716,-0.11752469913088323,0.0,3.0,-0.11752469913088323,10.12406329501563,2.7400736452933407,0.0009158460712857516,294.0,267.0,1390.0,1684.0,0.9081632653061225,4.727891156462585,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1390.0,539.0,644.0,2936.0,1929.0,1007.0,8154.0,9.0,6.0,4.0,4.0,0.0,2.0,,4.0,0.0007358351729212656,0.0004905567819475104,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,4.0,4.0,4.0
24.0,0.0,0.2548564079105912,0.5334598,0.60375845,,,,,,,,,,3000.0,8204.0,5.469333333333333,0.0018237190174502614,0.0017125757914382238,0.8918101230125224,-0.11831807203009188,0.0,3.0,-0.11831807203009188,10.136763778863335,2.741451537390196,0.0009104444444444444,294.0,267.0,1408.0,1702.0,0.9081632653061225,4.789115646258503,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1408.0,559.0,644.0,2974.0,1967.0,1007.0,8204.0,12.0,8.0,5.0,5.0,0.0,3.0,0.0,5.0,0.0009751340809361287,0.0006094588005850804,0.0,0.625,0.625,0.0,1.0,1.0,5.0,2.5,2.5
25.0,0.5410162319225336,0.6428040370618462,0.92486936,0.72746176,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3000.0,8204.0,5.469333333333333,0.0018237190174502614,0.0017125757914382238,0.8918101230125224,-0.11831807203009188,0.0,3.0,-0.11831807203009188,10.136763778863335,2.741451537390196,0.0009104444444444444,294.0,267.0,1408.0,1702.0,0.9081632653061225,4.789115646258503,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1408.0,559.0,644.0,2974.0,1967.0,1007.0,8204.0,12.0,8.0,5.0,5.0,0.0,3.0,,5.0,0.0009751340809361287,0.0006094588005850804,0.0,0.625,0.625,0.0,1.0,1.0,5.0,2.5,2.5
26.0,0.11997931200563175,0.43343595690926623,0.9608382,0.95403963,,,,,,,,,,3014.0,8244.0,5.470471134704711,0.0018156226799550988,0.0017199386148162956,0.8963909862407535,-0.11976991670590849,0.0,3.0,-0.11976991670590849,10.146177482690934,2.7426299704628967,0.0009064093289048365,294.0,267.0,1420.0,1714.0,0.9081632653061225,4.829931972789115,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1420.0,578.0,644.0,3005.0,1998.0,1007.0,8244.0,13.0,9.0,6.0,6.0,0.0,3.0,0.0,6.0,0.001091703056768559,0.000727802037845706,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,6.0,3.0,3.0
27.0,0.7177913189733582,0.872206730875498,0.9944377,0.9522982,4.5,4.5,4.5,4.5,4.5,4.25,4.5,4.25,4.5,3014.0,8244.0,5.470471134704711,0.0018156226799550988,0.0017199386148162956,0.8963909862407535,-0.11976991670590849,0.0,3.0,-0.11976991670590849,10.146177482690934,2.7426299704628967,0.0009064093289048365,294.0,267.0,1420.0,1714.0,0.9081632653061225,4.829931972789115,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1420.0,578.0,644.0,3005.0,1998.0,1007.0,8244.0,13.0,9.0,6.0,6.0,0.0,3.0,,6.0,0.001091703056768559,0.000727802037845706,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,6.0,3.0,3.0
28.0,0.6943558979013548,0.7810788899915028,0.9940022,0.99583524,,,,,,,,,,3014.0,8244.0,5.470471134704711,0.0018156226799550988,0.0017199386148162956,0.8963909862407535,-0.11976991670590849,0.0,3.0,-0.11976991670590849,10.146177482690934,2.7426299704628967,0.0009064093289048365,294.0,267.0,1420.0,1714.0,0.9081632653061225,4.829931972789115,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1420.0,578.0,644.0,3005.0,1998.0,1007.0,8244.0,13.0,9.0,6.0,6.0,0.0,3.0,,6.0,0.001091703056768559,0.000727802037845706,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,6.0,3.0,3.0
29.0,0.3141040679456403,0.574629494886961,0.991569,0.9911927,2.0,1.25,1.75,1.75,1.75,2.0,1.5,1.75,1.0,3014.0,8244.0,5.470471134704711,0.0018156226799550988,0.0017199386148162956,0.8963909862407535,-0.11976991670590849,0.0,3.0,-0.11976991670590849,10.146177482690934,2.7426299704628967,0.0009064093289048365,294.0,267.0,1420.0,1714.0,0.9081632653061225,4.829931972789115,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1420.0,578.0,644.0,3005.0,1998.0,1007.0,8244.0,13.0,9.0,6.0,6.0,0.0,3.0,,6.0,0.001091703056768559,0.000727802037845706,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,6.0,3.0,3.0
30.0,0.3802448250088335,0.41599255406929553,0.6919857,0.6788449,,,,,,,,,,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,0.0,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
31.0,0.31437364606753626,0.5247469649849039,0.9977418,0.997087,3.25,3.0,1.25,1.0,1.0,1.25,1.0,4.25,4.0,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
32.0,0.05705184890504408,0.3113243840158705,0.9950768,0.2866555,,,,,,,,,,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
33.0,0.18320894497421425,0.47727037492386504,0.9959783,0.42771834,3.25,2.75,3.0,2.25,3.25,3.25,3.75,4.25,4.5,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
34.0,0.31356557096527526,0.5199291480641948,0.99407005,0.6174522,,,,,,,,,,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
35.0,0.0,0.45009550488058103,0.9930885,0.6090542,4.0,3.25,3.0,1.75,3.75,4.0,3.75,4.25,4.25,3028.0,8282.0,5.4702774108322325,0.0018071613514477143,0.0017303757023473434,0.9013092191699187,-0.12131603819242634,0.0,3.0,-0.12131603819242634,10.155274589204893,2.743846658323539,0.0009021916101415411,294.0,267.0,1430.0,1724.0,0.9081632653061225,4.863945578231292,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1430.0,597.0,644.0,3034.0,2027.0,1007.0,8282.0,14.0,10.0,7.0,7.0,0.0,3.0,,7.0,0.001207437816952427,0.0008452064718666989,0.0,0.7,0.7,0.0,1.0,1.0,7.0,3.5,3.5
36.0,0.39213789606739,0.5139732438836413,0.9105677,0.5706464,,,,,,,,,,3043.0,8322.0,5.469602366086099,0.0017980283912183098,0.001743098941592546,0.905465644541293,-0.12315740879216623,0.0,3.0,-0.12315740879216623,10.164564012185057,2.7451565556369903,0.0008976388275877933,294.0,267.0,1441.0,1735.0,0.9081632653061225,4.901360544217687,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1441.0,616.0,644.0,3064.0,2057.0,1007.0,8322.0,15.0,11.0,8.0,8.0,0.0,3.0,0.0,8.0,0.0013217976447969237,0.0009613073780341264,0.0,0.7272727272727273,0.7272727272727273,0.0,1.0,1.0,8.0,4.0,4.0
37.0,0.5912731850994742,0.7327353829147737,0.9907969,0.7484249,4.0,2.5,3.5,2.0,3.0,3.25,3.0,4.25,4.5,3043.0,8322.0,5.469602366086099,0.0017980283912183098,0.001743098941592546,0.905465644541293,-0.12315740879216623,0.0,3.0,-0.12315740879216623,10.164564012185057,2.7451565556369903,0.0008976388275877933,294.0,267.0,1441.0,1735.0,0.9081632653061225,4.901360544217687,1.101123595505618,0.14232209737827714,2.292134831460674,0.3037542662116041,1441.0,616.0,644.0,3064.0,2057.0,1007.0,8322.0,15.0,11.0,8.0,8.0,0.0,3.0,,8.0,0.0013217976447969237,0.0009613073780341264,0.0,0.7272727272727273,0.7272727272727273,0.0,1.0,1.0,8.0,4.0,4.0
