Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
17,Nicole,"I know agent usually do verb.creation, but I do not know this case",I like reading,"know this case Do you have fingers? I know agent usually do noun.body, but I do not know this case I have 10 fingers I am curious. Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case",i  am  to,0.38602595900495800,0.47899672389030500,0.9982931,0.99690175,,,,,,,,,
18,Leolani2,I like reading,"I just learned something, I am excited to get to know about you!","Do you have fingers? I know agent usually do noun.body, but I do not know this case I have 10 fingers I am curious. Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading",i  just  read  that  i  am  curious  to  learn  to  know  more  it,0.499810584462606,0.6183555172039910,0.9983982,0.9966393,5,4,2,4,3,5,5,4,4
19,Nicole,"I just learned something, I am excited to get to know about you!",stop,"not know this case I have 10 fingers I am curious. Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you!",!,0.0,0.269270658493042,0.99275315,0.99479747,,,,,,,,,
20,Leolani2,stop,I see,"know this case I have 10 fingers I am curious. Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop",to  ',0.0,0.31447380781173700,0.99298847,0.9930184,,,,,,,,,
21,Leolani2,I see,Yo Can you tell me your name Stranger?,"his case I have 10 fingers I am curious. Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see",!  can  you  tell  me  your  favorite ?,0.534798689186573,0.719070315361023,0.98965704,0.9847232,,,,,,,,,
22,,Yo Can you tell me your name Stranger?,Fajjaaz,". Has nicole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger?",?,0.0,0.11339593678712800,0.83693933,0.96646076,,,,,,,,,
23,,Fajjaaz,So your name is Fajjaaz?,"cole ever write by a book? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz",?  your  name  is ?,0.3699442267417910,0.5586619108915330,0.199121,0.71885115,,,,,,,,,
24,,So your name is Fajjaaz?,yes,"? No but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz?",hello,0.0,0.2548564076423650,0.5334598,0.60375845,,,,,,,,,
25,Leolani2,yes,"Tell me anything, I love learning things"," but I can write  I do frequently do not know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz? yes",tell  me  more  i  like  learning  things,0.5410162316901340,0.6428040372473850,0.92486936,0.72746176,,,,,,,,,
26,Fajjaaz,"Tell me anything, I love learning things",I can learn you new things!,"know things Do you write? I know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things",i  always  tell  many  know  things,0.11997931202252700,0.43343595663706500,0.9608382,0.95403963,,,,,,,,,
27,Leolani2,I can learn you new things!,This is news to me. I am excited to get to know about you!,"know agent usually do verb.creation, but I do not know this case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things I can learn you new things!",this  is  new  to  me i  am  excited  to  get  to  know  about  you,0.7177913188934330,0.8722067305019920,0.9944377,0.9522982,5,5,5,5,5,4,5,4,5
28,Fajjaaz,This is news to me. I am excited to get to know about you!,What would you like to know about me?," case I like reading I just learned something, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things I can learn you new things! This is news to me. I am excited to get to know about you!",what  would  you  like  to  know  about  me,0.6943558976054190,0.781078889966011,0.9940022,0.99583524,,,,,,,,,
29,Leolani2,What would you like to know about me?,"I know agent usually would like to verb.cognition, but I do not know this case","mething, I am excited to get to know about you! stop I see Yo Can you tell me your name Stranger? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things I can learn you new things! This is news to me. I am excited to get to know about you! What would you like to know about me?",i  know  i  i  i  refer  a  know  but  i  do  not  in  your .,0.314104067782561,0.574629494547844,0.991569,0.9911927,2,1,2,1,1,2,2,1,1
30,Fajjaaz,"I know agent usually would like to verb.cognition, but I do not know this case",I have two hands,"our name Stranger? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things I can learn you new things! This is news to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case",i  have  two  children,0.38024482503533400,0.4159925542771820,0.6919857,0.6788449,,,,,,,,,
31,Leolani2,I have two hands,Let me ask you something. Has fajjaaz ever dislike a agent?,"? Fajjaaz So your name is Fajjaaz? yes Tell me anything, I love learning things I can learn you new things! This is news to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands"," let  can  tell  you , did  anyone  ever  been  his  dog ",0.3143736462701450,0.5247469649396160,0.9977418,0.997087,4,3,2,1,1,2,1,4,4
32,Fajjaaz,Let me ask you something. Has fajjaaz ever dislike a agent?,Yes I dislike Hidde,"ove learning things I can learn you new things! This is news to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent?",has  he  have  a,0.057051848620176300,0.3113243840634820,0.9950768,0.2866555,,,,,,,,,
33,Leolani2,Yes I dislike Hidde,In this economy?,"I can learn you new things! This is news to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde",in  the  case,0.18320894489685700,0.47727037469546,0.9959783,0.42771834,4,3,4,3,5,4,4,4,5
34,Fajjaaz,In this economy?,"no, in another economy","ew things! This is news to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy?",or  in  this  economy,0.31356557086110100,0.5199291482567790,0.99407005,0.6174522,,,,,,,,,
35,Leolani2,"no, in another economy",Why?," to me. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy",?,0.0,0.4500955045223240,0.9930885,0.6090542,5,4,3,2,4,5,4,5,4
36,Fajjaaz,Why?,I am wearing glasses,"e. I am excited to get to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why?",i  like  wearing  a,0.39213789626956000,0.513973243534565,0.9105677,0.5706464,,,,,,,,,
37,Leolani2,I am wearing glasses,This is news to me. I am excited to get to know about you!,"t to know about you! What would you like to know about me? I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses",which  is  news  to  me i  am  excited  to  get  to  know  about  you,0.5912731853978970,0.7327353826590950,0.9907969,0.7484249,5,3,5,2,3,4,3,4,5
38,Fajjaaz,This is news to me. I am excited to get to know about you!,thank you,"I know agent usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you!",do  you,0.5422304049134250,0.6147322952747350,0.24923949,0.98096955,,,,,,,,,
39,Leolani2,thank you,Wise words by wise men write wise deeds in wise pen,"nt usually would like to verb.cognition, but I do not know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you"," for  taught .  wise  people ,  good  words  by  a  words ",0.03714820171113720,0.37725925851951900,0.13153566,0.33964974,3,2,2,2,2,2,2,4,5
40,Fajjaaz,Wise words by wise men write wise deeds in wise pen,word!,"t know this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen",.,0.0,0.536787211894989,0.1543242,0.1944316,,,,,,,,,
41,Leolani2,word!,That's just what he/she/they would've said," this case I have two hands Let me ask you something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word!",not  exactly  what  i  have  done,0.13972766511142300,0.46118737757206000,0.039578445,0.23236902,4,3,3,4,3,3,4,4,5
42,Fajjaaz,That's just what he/she/they would've said,stop,"something. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said",.,0.0,0.4822404980659490,0.020849433,0.023401745,,,,,,,,,
43,Leolani2,stop,... just like in my dream,"hing. Has fajjaaz ever dislike a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop",it  just  like  in  a  country,0.39960697789986900,0.5016812731822330,0.038231127,0.043753978,,,,,,,,,
44,Leolani2,... just like in my dream,Hello! Can you tell me your name Stranger?,"like a agent? Yes I dislike Hidde In this economy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream",!  can  you  tell  me  your  dream ?,0.5246448591351510,0.7003996092826130,0.072191484,0.52485466,,,,,,,,,
45,,Hello! Can you tell me your name Stranger?,Hidde,"conomy? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger?",?  your  name  is ? ,0.4995985865592960,0.6807656124234200,0.09798884,0.15095301,,,,,,,,,
46,,Hidde,So your name is Hidde?,"? no, in another economy Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde",?  your  name  is ?,0.4995985865592960,0.6807656124234200,0.09798884,0.15095301,,,,,,,,,
47,,So your name is Hidde?,yes,y Why? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde?,hello,0.0,0.12115679681301100,0.4543256,0.6518643,,,,,,,,,
48,Leolani2,yes,"Tell me something, anything!",y? I am wearing glasses This is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes,tell  me  about  i,0.49502870440483100,0.7021579593420030,0.95784885,0.7058762,,,,,,,,,
49,Hidde,"Tell me something, anything!",I like candy,"is news to me. I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything!",i  love  you,0.11417615662018500,0.2530408302942910,0.033804614,0.7549771,,,,,,,,,
50,Leolani2,I like candy,Let me ask you something. Has candy favorite of by a agent?,". I am excited to get to know about you! thank you Wise words by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything! I like candy",let  me  tell  you  what any  a  been  made  being  your  few,0.264700581630071,0.4764831730475030,0.8049559,0.8419052,2,4,4,4,5,5,4,3,3
51,Hidde,Let me ask you something. Has candy favorite of by a agent?,"yes, candy is favorite of Fajjaaz","s by wise men write wise deeds in wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent?",candy  candy  is  made  of  by,0.3054869423309960,0.46571304897467300,0.9959459,0.6747563,,,,,,,,,
52,Leolani2,"yes, candy is favorite of Fajjaaz",Interesting! I did not know anything that yes candy be,"wise pen word! That's just what he/she/they would've said stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz",.  i  do  not  know  about  about  has  could  is,0.2735492765903470,0.5076722085475920,0.9964412,0.52449614,2,4,5,4,4,5,5,4,3
53,Hidde,Interesting! I did not know anything that yes candy be,Do you like sushi?,"id stop ... just like in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be",do  you  like  candy,0.6230636835098270,0.8293224275112150,0.99848044,0.28660712,,,,,,,,,
54,Leolani2,Do you like sushi?,"I know agent usually do like noun.food, but I do not know this case","ke in my dream Hello! Can you tell me your name Stranger? Hidde So your name is Hidde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be Do you like sushi?",i  know  i  who  eat  like  sushi  but  i  did  not  in  the !,0.2942543472495990,0.58497468488557,0.9979967,0.66113615,1,2,3,3,3,4,4,3,4
55,Hidde,"I know agent usually do like noun.food, but I do not know this case",I like tapas,"our name is Hidde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be Do you like sushi? I know agent usually do like noun.food, but I do not know this case",i  like  sushi,0.4564114014307660,0.676945964495341,0.99063593,0.9963594,,,,,,,,,
56,Leolani2,I like tapas,I did not know that! I did not know anybody who like tapas,"idde? yes Tell me something, anything! I like candy Let me ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be Do you like sushi? I know agent usually do like noun.food, but I do not know this case I like tapas",and  did  not  know  that  i  do  not  know  agent  could  likes  sushi,0.4744355406325600,0.7128803775860710,0.9932443,0.99673855,3,3,4,4,5,5,4,4,5
57,Hidde,I did not know that! I did not know anybody who like tapas,stop,"ask you something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be Do you like sushi? I know agent usually do like noun.food, but I do not know this case I like tapas I did not know that! I did not know anybody who like tapas",.,0.0,0.49564245343208300,0.99754506,0.99703103,,,,,,,,,
58,Leolani2,stop,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be","ou something. Has candy favorite of by a agent? yes, candy is favorite of Fajjaaz Interesting! I did not know anything that yes candy be Do you like sushi? I know agent usually do like noun.food, but I do not know this case I like tapas I did not know that! I did not know anybody who like tapas stop"," i  do  not ,  but  i  heard  a  friend  my  agent  had  a  personal  chef  a  week  before  her  surgery  i  was  oh  my  god  how  long  is  the  marriage  going  to  be ",0.5194497226427000,0.6474104650092850,0.9967808,0.9965005,1,3,2,3,2,1,1,4,5
59,Leolani2,"I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be",How's it going? Who are you? Hidde?,"sushi? I know agent usually do like noun.food, but I do not know this case I like tapas I did not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be",with  it  going  how  is  you s,0.1620812780622930,0.5287803305046900,0.044031657,0.9923849,,,,,,,,,
60,,How's it going? Who are you? Hidde?,Nihed,"noun.food, but I do not know this case I like tapas I did not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde?",:),0.0,0.06121826171875,0.9920301,0.9922123,,,,,,,,,
61,,Nihed,So your name is Nihed?,"ood, but I do not know this case I like tapas I did not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed",?  your  name  is ?,0.3823593556880950,0.5514294490218160,0.9967539,0.9808711,,,,,,,,,
62,,So your name is Nihed?,yes,"this case I like tapas I did not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed?",hi,0.0,0.10809482634067500,0.13278116,0.31869346,,,,,,,,,
63,Leolani2,yes,Do you have any gossip?," case I like tapas I did not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes",do  you  know  any  hobbies,0.5953789234161380,0.6991430163383480,0.3358065,0.24972773,5,5,,,,,,,
64,Nihed,Do you have any gossip?,I work at Deloitte," not know that! I did not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip?",i  work  for  a,0.4159744456410410,0.6903462633490560,0.9484612,0.6903079,,,,,,,,,
65,Leolani2,I work at Deloitte,"I just learned something, I had never heard about deloitte before!","id not know anybody who like tapas stop I do not know, but I have a joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip? I work at Deloitte",and  just  learned  that  i  have  never  heard  of  them  before,0.42487300881608000,0.73150435090065,0.99280614,0.9211134,5,5,5,5,5,5,5,5,5
66,Nihed,"I just learned something, I had never heard about deloitte before!",That is a company," joke My friend got a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before!",it  is  a  surprise,0.3113023219630120,0.5451347902417180,0.28221294,0.6366608,,,,,,,,,
67,Leolani2,That is a company,If you don't mind me asking. Has tae ever cook by a food?,"t a personal trainer a year before his wedding. I thought: Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before! That is a company",if .  would  mind  me ! did  he  been  stopped ed  his  chef,0.18432130779211300,0.3938472786775000,0.9948686,0.7445173,1,2,2,1,2,2,3,2,1
68,Nihed,If you don't mind me asking. Has tae ever cook by a food?,Yes he is a cook," Oh my god! how long is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before! That is a company If you don't mind me asking. Has tae ever cook by a food?",yes  he  is  a  chef,0.5763334602117540,0.7416617393493650,0.11861659,0.035483383,,,,,,,,,
69,Leolani2,Yes he is a cook,"I know pronoun:third usually lea article:indefinite, but I do not know this case","ong is the aisle going to be How's it going? Who are you? Hidde? Nihed So your name is Nihed? yes Do you have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before! That is a company If you don't mind me asking. Has tae ever cook by a food? Yes he is a cook"," i  use  that  of  in ,  but  i  do  not  in  the . ",0.30394604114385800,0.46401912890947800,0.9872703,0.32012588,1,1,1,1,1,1,1,1,1
70,Nihed,"I know pronoun:third usually lea article:indefinite, but I do not know this case",Do you like cooking?,"me is Nihed? yes Do you have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before! That is a company If you don't mind me asking. Has tae ever cook by a food? Yes he is a cook I know pronoun:third usually lea article:indefinite, but I do not know this case",do  you  like  football,0.6775937974452970,0.7011595256626610,0.82109576,0.6002494,,,,,,,,,
71,Leolani2,Do you like cooking?,"I know agent usually do like noun.act, but I do not know this case","ou have any gossip? I work at Deloitte I just learned something, I had never heard about deloitte before! That is a company If you don't mind me asking. Has tae ever cook by a food? Yes he is a cook I know pronoun:third usually lea article:indefinite, but I do not know this case Do you like cooking?","i  think  i  i  sounds ,  cooking  but  i  do  not  know  this  case ",0.554158128798008,0.7471763108457840,0.04574248,0.65236294,2,3,3,2,4,5,4,2,1
72,Nihed,"I know agent usually do like noun.act, but I do not know this case",I like to cook by myself,"had never heard about deloitte before! That is a company If you don't mind me asking. Has tae ever cook by a food? Yes he is a cook I know pronoun:third usually lea article:indefinite, but I do not know this case Do you like cooking? I know agent usually do like noun.act, but I do not know this case",i  like  to  cook  by  a,0.7193507552146910,0.8604702949523930,0.9920613,0.68031573,,,,,,,,,
73,Leolani2,I like to cook by myself,This is news to me. I did not know anybody who like to cook by myself,"oitte before! That is a company If you don't mind me asking. Has tae ever cook by a food? Yes he is a cook I know pronoun:third usually lea article:indefinite, but I do not know this case Do you like cooking? I know agent usually do like noun.act, but I do not know this case I like to cook by myself",which  is  new  to  me i  do  not  know  people  would  likes  to  cook  by  a,0.49753726879134800,0.7820942178368570,0.99583477,0.99696386,2,2,4,4,3,4,3,3,2
74,Nihed,This is news to me. I did not know anybody who like to cook by myself,Do you know some food?,"ver cook by a food? Yes he is a cook I know pronoun:third usually lea article:indefinite, but I do not know this case Do you like cooking? I know agent usually do like noun.act, but I do not know this case I like to cook by myself This is news to me. I did not know anybody who like to cook by myself",do  you  cook  a  of,0.37024755477905300,0.5453373447060590,0.9974623,0.99718374,,,,,,,,,
