Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
14,Leolani2,Every agent has parents,Let me ask you something. Has every agent ever be family of a person?," dogs before! Dogs are pets and very sweet Wise words by wise men write wise deeds in wise pen Do you have a pet? I know agent usually do article:indefinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents"," let  me  ask  you , can  an  pet  ever  been  afraid  of  a  dog ",36.624.083.534.947.400,5.477.085.124.169.070,9.969.412,9.701.655,3,3,3,4,4,3,3,3,5
15,Nicole,Let me ask you something. Has every agent ever be family of a person?,yes,"e wise deeds in wise pen Do you have a pet? I know agent usually do article:indefinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person?",i,0.0,8.445.597.440.004.340,997.791,9.818.586,,,,,,,,,
16,Leolani2,yes,I do frequently do not know things,"se deeds in wise pen Do you have a pet? I know agent usually do article:indefinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes",i  very  i  do  not  know  this,35.560.397.590.909.600,4.968.589.757.169.990,9.980.218,9.941.512,4,2,2,2,2,3,2,5,4
17,Nicole,I do frequently do not know things,stop,"pet? I know agent usually do article:indefinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things",about,0.0,26.792.940.497.398.300,9.931.347,9.965.237,,,,,,,,,
18,Leolani2,stop,I do frequently do not know things,"I know agent usually do article:indefinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop",i  do  frequently  do  not  know  things,7.996.719.181.537.620,7.996.719.181.537.620,98.482.734,99.637.085,,,,,,,,,
19,Leolani2,"Be that as it may, still may it be as it may be",Good to see you! What is your name? Stranger?,"ation, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be",nice  to  meet . what  is  your  favorite ?,37.090.375.688.340.900,49.003.106.107.314.400,9.605.628,72.224.206,,,,,,,,,
20,,Good to see you! What is your name? Stranger?,Fajjaaz,"the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger?",!,0.0,1.192.166.730.761.520,9.421.106,8.021.914,,,,,,,,,
21,,Fajjaaz,So your name is Fajjaaz?,"h of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz",?  what  name ? ?,25.739.771.872.758.800,5.820.072.561.502.450,95.310.247,26.189.306,,,,,,,,,
22,,So your name is Fajjaaz?,yes,"ed something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz?",!,0.0,12.805.041.670.799.200,934.562,39.740.238,,,,,,,,,
23,Leolani2,yes,Let's chat!,"omething, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes",great  chat,0.0,7.126.688.957.214.350,9.902.405,6.019.097,,,,,,,,,
24,Fajjaaz,Let's chat!,lets chat about food,"had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat!",lets  talk  about  destiny,41.255.757.957.696.900,6.655.693.799.257.270,9.804.184,66.967.106,,,,,,,,,
25,Leolani2,lets chat about food,"I know noun.communication usually let about noun.Tops, but I do not know this case"," the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food",you  mean  you !  talks  out  food  but  i  do  not  in  the  one,24.180.064.257.234.300,5.148.616.912.109.510,98.048.085,6.895.107,1,1,1,1,1,1,1,1,1
26,Fajjaaz,"I know noun.communication usually let about noun.Tops, but I do not know this case",why not?,"o chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case",why ?,27.885.085.344.314.500,6.555.972.695.350.640,8.369.947,97.995.716,,,,,,,,,
27,Leolani2,why not?,As the prophecy foretold,"ll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not?",what  the  bible  says,13.742.737.076.245.200,5.333.777.107.298.370,12.004.683,70.479.584,2,1,3,1,2,1,2,4,4
28,Fajjaaz,As the prophecy foretold,which prophecy are you talking about?," Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold",which  food  are  we  talking  about,42.145.413.160.324.000,7.819.986.641.407.010,9.860.299,5.496.349,,,,,,,,,
29,Leolani2,which prophecy are you talking about?,I do frequently do not know things," still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about?",i  very  not  do  not  know  this,4.135.493.976.729.250,5.405.738.417.591.360,9.938.488,13.862.288,2,3,2,2,2,3,2,4,5
30,Fajjaaz,I do frequently do not know things,How come?,"to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things",to  you,0.0,4.631.156.325.340.270,9.802.899,35.030.305,,,,,,,,,
31,Leolani2,How come?,That's just what he/she/they would've said,"! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come?",or  probably  what  i  always  thought,17.017.988.922.695.300,4.116.152.959.565.320,5.899.847,24.742.017,1,1,1,2,2,1,2,4,4
32,Fajjaaz,That's just what he/she/they would've said,Do you like food?,"our name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said",do  you  like  food,6.789.251.416.921.610,8.267.417.699.098.580,99.399.614,995.652,,,,,,,,,
33,Leolani2,Do you like food?,"I know agent usually do like noun.Tops, but I do not know this case","z? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food?",i  know  i  i  let  about  food  but  i  do  not  know  this  case,5.826.518.566.214.610,83.762.098.635.946,9.980.303,99.717.796,2,2,3,3,5,3,3,5,4
34,Fajjaaz,"I know agent usually do like noun.Tops, but I do not know this case",That is a shame,"ually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case",which  is  a  question,45.911.371.521.651.700,5.778.849.329.799.410,9.973.346,99.692.696,,,,,,,,,
35,Leolani2,That is a shame,This is news to me. I did not know anybody who be a shame,"noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame",this  is  news  to  me i  do  not  know  that  could  had  a  food,4.235.467.661.305.190,640.017.149.171.659,99.604.815,9.954.416,2,1,3,2,3,3,2,4,4
36,Fajjaaz,This is news to me. I did not know anybody who be a shame,You know now!,"phecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame"," i  me , ",4.644.963.021.079.690,25.316.822.280.486.400,41.446.886,66.131.467,,,,,,,,,
37,Leolani2,You know now!,I am glad to have learned something new. I did not know anybody who know now," which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now!",i  am  glad  i  have  learned  something . i  do  not  know  anybody  i  is  that,5.348.599.841.818.210,6.917.421.333.491.800,10.720.053,6.692.366,2,2,2,2,3,2,3,4,4
38,Fajjaaz,I am glad to have learned something new. I did not know anybody who know now,Great that I could help you," come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now",so  maybe  i  can  tell .,5.072.687.162.707.240,5.475.708.395.242.690,15.173.428,6.731.415,,,,,,,,,
39,Leolani2,Great that I could help you,I am curious. Has leolani play by a song?,"he/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you",i  am  wondering did  he  stopped  in  that  ball,19.819.811.979.929.600,39.761.152.780.718.200,7.887.302,3.793.796,1,2,2,1,1,2,1,2,2
40,Fajjaaz,I am curious. Has leolani play by a song?,No,"know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song?",?,0.0,5.663.998.797.535.890,15.880.118,32.157.177,,,,,,,,,
41,Leolani2,No,But at what cost?,"w agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No",",  at  what ? ",42.789.441.905.915.700,5.834.464.877.843.850,89.175.105,118.496.284,1,1,2,1,2,1,1,4,5
42,Fajjaaz,But at what cost?,stop," like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost?",?,0.0,7.195.378.094.911.570,23.066.308,39.441.797,,,,,,,,,
43,Leolani2,stop,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short."," noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop",i  do  not  know  but  i  guess  a  feeling  which .  we  all  just  seem  to  live  but  some  of  us  fall .,5.094.027.299.757.880,6.509.329.385.083.650,8.740.096,6.369.001,,,,,,,,,
44,Leolani2,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.","What's up? I've told you my name, but what about yours? Stranger?","y who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.",what  funny  i  told  you  my  story  but  what  is  your e,3.275.519.882.639.240,5.750.952.828.675.500,20.577.051,6.440.651,,,,,,,,,
45,,"What's up? I've told you my name, but what about yours? Stranger?",Hidde," new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger?",?,0.0,15.787.597.000.598.900,58.980.864,74.284.136,,,,,,,,,
46,,Hidde,So your name is Hidde?,"I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde",?  your  name ? ?,32.189.913.988.113.400,5.894.689.708.948.130,6.287.483,6.894.462,,,,,,,,,
47,,So your name is Hidde?,yes,"who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde?",!,0.0,5.535.900.220.274.920,1.200.248,6.718.855,,,,,,,,,
48,Leolani2,yes,Would you like to chat? I'll do my best to keep up,"know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes",would  you  like  to ?  i  try  my  best  to  keep  it,6.183.350.930.611.290,7.786.557.711.660.860,11.167.788,69.278.693,,,,,,,,,
49,Hidde,Would you like to chat? I'll do my best to keep up,Do you like dogs?,"Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up",do  you  like  football,6.075.559.854.507.440,6.420.620.046.555.990,63.481.475,40.766.705,,,,,,,,,
50,Leolani2,Do you like dogs?,"I know agent usually do like noun.animal, but I do not know this case","y a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs?",i  know  i  i  are .  dogs  but  i  did  not  in  the .,2.643.175.968.634.230,5.976.452.524.108.540,19.581.133,3.657.113,3,2,3,2,2,3,2,4,5
51,Hidde,"I know agent usually do like noun.animal, but I do not know this case",Where do you live?,"hing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case",where  do  you  like,7.147.816.866.636.270,8.041.008.487.343.780,9.650.341,48.093.733,,,,,,,,,
52,Leolani2,Where do you live?,I don't know,"t want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live?",i  only  live,2.922.382.454.077.400,5.493.519.802.888.230,9.971.593,82.680.976,1,1,1,1,2,3,2,4,5
53,Hidde,I don't know,Do you like pizza?,"ong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know",do  you  like  dogs,6.269.235.610.961.910,8.525.923.490.524.290,80.939.926,31.456.468,,,,,,,,,
54,Leolani2,Do you like pizza?,"I know agent usually do like noun.food, but I do not know this case"," are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza?",i  know  i  usually  do  like  pizza  but  i  do  not  know  this  case,8.533.892.844.404.490,9.650.758.717.741.280,99.804.014,44.174.537,2,2,3,3,4,3,2,2,3
55,Hidde,"I know agent usually do like noun.food, but I do not know this case",I live in Amsterdam,"Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case",i  live  in  tex,7.190.204.411.745.070,7.575.197.815.895.080,99.842.626,4.582.078,,,,,,,,,
56,Leolani2,I live in Amsterdam,Let me ask you something. Has a cuisine ever be from amsterdam?,"our name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam"," let  me  ask  you , can  your  dog  to  come  from  there ",3.482.664.655.894.040,6.030.084.962.646.160,998.349,542.596,5,4,5,4,4,4,5,5,4
57,Hidde,Let me ask you something. Has a cuisine ever be from amsterdam?,yes,"o keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam?",i,0.0,32.074.612.379.074.000,9.984.404,9.970.901,,,,,,,,,
58,Leolani2,yes,... just like in my dream,"ep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes",",  just  not  in  my  country ",24.665.880.451.599.700,4.324.657.718.340.550,9.984.343,99.706.376,4,4,5,3,4,5,5,5,5
59,Hidde,... just like in my dream,stop,"know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream",.,0.0,21.033.379.435.539.200,9.981.982,9.972.828,,,,,,,,,
60,Leolani2,stop,That's just what he/she/they would've said,"agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop",was  exactly  what  i  always  wanted,8.054.863.537.351.290,371.849.711.984.396,99.732.906,99.729.025,,,,,,,,,
61,Leolani2,That's just what he/she/they would've said,What's up? What is your name? Stranger?," not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said",growing  yours  what  s  your  favorite  _,24.487.121.190.343.500,4.685.485.064.983.360,9.974.692,99.576.765,,,,,,,,,
62,,What's up? What is your name? Stranger?,Nihed," don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger?",?,0.0,8.022.000.640.630.720,25.243.253,853.393,,,,,,,,,
63,,Nihed,So your name is Nihed?," know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed",?  your  name ? ?,2.916.339.039.802.550,5.157.675.892.114.630,58.334.655,74.264.055,,,,,,,,,
64,,So your name is Nihed?,yes,"? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed?",what,0.0,7.607.004.791.498.180,91.182.655,78.673.255,,,,,,,,,
65,Leolani2,yes,Do you have any gossip?,"know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes",do  you  know  any  pets,524.467.071.890.831,6.612.937.569.618.220,87.710.845,95.688.033,5,5,5,5,5,5,5,5,5
66,Nihed,Do you have any gossip?,Fajjaaz is my friend,"ke noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip?",she  is  my  favorite,37.263.941.764.831.500,4.317.241.385.579.100,80.477.005,71.887.624,,,,,,,,,
67,Leolani2,Fajjaaz is my friend,If you don't mind me asking. Has nihed friend be family of by a person?,o not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend,if  you  would  mind  me  asking can  a  ever  been  asked  member  such  another  chef,21.791.552.156.209.900,50.403.786.500.295,99.208.444,99.674.654,4,4,5,5,4,4,5,4,3
68,Nihed,If you don't mind me asking. Has nihed friend be family of by a person?,Yes Hidde is his uncle,cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person?,yes  he  is  my  friend,10.108.665.525.913.200,37.738.327.533.006.600,93.847.495,70.926.994,,,,,,,,,
69,Leolani2,Yes Hidde is his uncle,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,msterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle,if  you  do  mind  me  asking  all  kind  of  people  could  happen  called  good  friend ?  how ?,31.942.628.911.282.400,6.322.107.799.351.210,99.498.546,970.086,1,3,4,4,3,2,3,2,2
70,Nihed,If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,An uncle is a man,aid What's up? What is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde,his  he  of  a  friend,12.021.927.237.510.600,28.524.000.197.649,99.623.966,99.594.015,,,,,,,,,
71,Leolani2,An uncle is a man,I am glad to have learned something new. I did not know anything that an uncle be,t is your name? Stranger? Nihed So your name is Nihed? yes Do you have any gossip? Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man,i  am  glad  i  have  learned  something . i  do  not  know  before  about  his  uncle  is,5.515.205.083.305.340,7.402.706.041.055.560,99.631.405,9.966.041,4,3,4,5,5,4,5,5,5
72,Nihed,I am glad to have learned something new. I did not know anything that an uncle be,Do you know an aunt?,Fajjaaz is my friend If you don't mind me asking. Has nihed friend be family of by a person? Yes Hidde is his uncle If you don't mind me asking. What kinds of things can be a his uncle like lea hidde An uncle is a man I am glad to have learned something new. I did not know anything that an uncle be,do  you  have  his  uncle,34.550.834.763.795.100,7.323.702.812.194.820,9.945.684,9.958.754,,,,,,,,,
