Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
25,Leolani2,Do you know another city?,"I know agent usually do know noun.location, but I do not know this case","son? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city?","i  know  i  i  i . ,  but  i  do  not  in  the  city ",0.3109612097697599,0.6321953928896359,0.99198425,0.99578696,1,1,1,1,2,2,1,2,1
26,Nicole,"I know agent usually do know noun.location, but I do not know this case",I lived in the South of Holland,"know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case"," i  live  in  the  city  of  the ",0.4586111122542726,0.7046816647052765,0.997959,0.99691445,,,,,,,,,
27,Leolani2,I lived in the South of Holland,"I just learned something, I had never heard about the south of holland before!","ip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland"," and  just  learned  that  i  have  never  heard  of  the  south  of  Holland . ",0.5702283409024987,0.780905123267855,0.99781996,0.9960652,2,2,1,3,2,3,3,3,3
28,Nicole,"I just learned something, I had never heard about the south of holland before!",stop,"amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before!","! ",0.0,0.2201688587665558,0.9974463,0.9959641,,,,,,,,,
29,Leolani2,stop,There is no escape from destiny,"rdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop"," there  is  no  escape  from  there ",0.7108607937892278,0.7434346899390221,0.99504125,0.98734003,2,3,2,2,1,2,3,3,3
30,Leolani2,There is no escape from destiny,Would you like to chat? I'll do my best to keep up," ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny"," would  you  like  to ? i  try  my  best  to  keep  informed ",0.5682830015818278,0.7236339077353477,0.9681829,0.64915466,,,,,,,,,
31,Nicole,Would you like to chat? I'll do my best to keep up,Yes,"dea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up","! ",0.0,0.3990471661090851,0.9865325,0.70948476,,,,,,,,,
32,Leolani2,Yes,"But, why?","Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes"," you  bye ",0.0,0.2461523562669754,0.9835388,0.72016436,,,,,,,,,
33,Nicole,"But, why?",stop,"w another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why?","! ",0.0,0.31038835644721985,0.97814363,0.9672151,,,,,,,,,
34,Leolani2,stop,"Be that as it may, still may it be as it may be","ther city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop",",  hard  as  it  may  but  let  not  be ,  it  should  be ",0.282607160634003,0.568343945993827,0.88896316,0.7243279,,,,,,,,,
35,Leolani2,"Be that as it may, still may it be as it may be",Good to see you! What is your name? Stranger?,"ation, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be"," nice  to  meet . what  is  your  favorite ? ",0.37090375688340926,0.49003106107314426,0.9605628,0.72224206,,,,,,,,,
36,,Good to see you! What is your name? Stranger?,Fajjaaz,"the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger?","! ",0.0,0.1192166730761528,0.9421106,0.8021914,,,,,,,,,
37,,Fajjaaz,So your name is Fajjaaz?,"h of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz","?  what  name ? ? ",0.25739771872758865,0.5820072561502456,0.95310247,0.26189306,,,,,,,,,
38,,So your name is Fajjaaz?,yes,"ed something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz?","! ",0.0,0.12805041670799255,0.934562,0.39740238,,,,,,,,,
39,Leolani2,yes,Let's chat!,"omething, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes"," great  chat ",0.0,0.7126688957214355,0.9902405,0.6019097,2,2,2,2,2,3,3,3,3
40,Fajjaaz,Let's chat!,lets chat about food,"had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat!"," lets  talk  about  destiny ",0.41255757957696915,0.6655693799257278,0.9804184,0.66967106,,,,,,,,,
41,Leolani2,lets chat about food,"I know noun.communication usually let about noun.Tops, but I do not know this case"," the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food"," you  mean  you !  talks  out  food  but  i  do  not  in  the  one ",0.24180064257234335,0.5148616912109512,0.98048085,0.6895107,1,1,1,2,2,1,1,2,1
42,Fajjaaz,"I know noun.communication usually let about noun.Tops, but I do not know this case",why not?,"o chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case"," why ? ",0.27885085344314575,0.6555972695350647,0.8369947,0.97995716,,,,,,,,,
43,Leolani2,why not?,As the prophecy foretold,"'ll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not?","what  the  bible  says ",0.13742737076245248,0.5333777107298374,0.12004683,0.70479584,1,1,1,1,1,1,3,2,3
44,Fajjaaz,As the prophecy foretold,which prophecy are you talking about?," Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold"," which  food  are  we  talking  about ",0.42145413160324097,0.7819986641407013,0.9860299,0.5496349,,,,,,,,,
45,Leolani2,which prophecy are you talking about?,I do frequently do not know things," still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about?","i  very  not  do  not  know  this ",0.4135493976729257,0.5405738417591367,0.9938488,0.13862288,1,1,1,1,1,1,2,3,3
46,Fajjaaz,I do frequently do not know things,How come?,"to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things"," to  you ",0.0,0.4631156325340271,0.9802899,0.035030305,,,,,,,,,
47,Leolani2,How come?,That's just what he/she/they would've said,"! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come?"," or  probably  what  i  always  thought ",0.17017988922695318,0.4116152959565322,0.05899847,0.024742017,1,1,1,1,1,1,1,2,3
48,Fajjaaz,That's just what he/she/they would've said,Do you like food?,"our name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said"," do  you  like  food ",0.6789251416921616,0.8267417699098587,0.99399614,0.995652,,,,,,,,,
49,Leolani2,Do you like food?,"I know agent usually do like noun.Tops, but I do not know this case","z? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food?","i  know  i  i  let  about  food  but  i  do  not  know  this  case ",0.5826518566214612,0.83762098635946,0.9980303,0.99717796,1,1,1,1,1,1,1,2,1
50,Fajjaaz,"I know agent usually do like noun.Tops, but I do not know this case",That is a shame,"ually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case"," which  is  a  question ",0.45911371521651745,0.5778849329799414,0.9973346,0.99692696,,,,,,,,,
51,Leolani2,That is a shame,This is news to me. I did not know anybody who be a shame,"noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame"," this  is  news  to  me i  do  not  know  that  could  had  a  food ",0.4235467661305198,0.640017149171659,0.99604815,0.9954416,2,2,1,1,2,1,2,2,2
52,Fajjaaz,This is news to me. I did not know anybody who be a shame,You know now!,"phecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame"," i  me , ",0.04644963021079699,0.25316822280486423,0.0041446886,0.66131467,,,,,,,,,
53,Leolani2,You know now!,I am glad to have learned something new. I did not know anybody who know now," which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now!"," i  am  glad  i  have  learned  something . i  do  not  know  anybody  i  is  that ",0.5348599841818213,0.6917421333491802,0.010720053,0.6692366,2,2,2,2,3,2,2,3,3
54,Fajjaaz,I am glad to have learned something new. I did not know anybody who know now,Great that I could help you," come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now"," so  maybe  i  can  tell . ",0.05072687162707249,0.5475708395242691,0.015173428,0.6731415,,,,,,,,,
55,Leolani2,Great that I could help you,I am curious. Has leolani play by a song?,"he/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you"," i  am  wondering did  he  stopped  in  that  ball ",0.19819811979929605,0.39761152780718273,0.007887302,0.03793796,1,1,1,1,1,1,1,1,1
56,Fajjaaz,I am curious. Has leolani play by a song?,No,"know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song?","? ",0.0,0.05663998797535896,0.15880118,0.32157177,,,,,,,,,
57,Leolani2,No,But at what cost?,"w agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No",",  at  what ? ",0.42789441905915737,0.5834464877843857,0.089175105,0.118496284,1,1,1,1,1,1,1,1,3
58,Fajjaaz,But at what cost?,stop," like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost?","? ",0.0,0.07195378094911575,0.23066308,0.39441797,,,,,,,,,
59,Leolani2,stop,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short."," noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop"," i  do  not  know  but  i  guess  a  feeling  which .  we  all  just  seem  to  live  but  some  of  us  fall . ",0.5094027299757885,0.6509329385083654,0.08740096,0.6369001,1,1,1,1,1,1,1,1,1
60,Leolani2,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.","What's up? I've told you my name, but what about yours? Stranger?","y who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.","what  funny  i  told  you  my  story  but  what  is  your e ",0.3275519882639249,0.5750952828675508,0.20577051,0.6440651,,,,,,,,,
61,,"What's up? I've told you my name, but what about yours? Stranger?",Hidde," new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger?","? ",0.0,0.15787597000598907,0.058980864,0.74284136,,,,,,,,,
62,,Hidde,So your name is Hidde?,"I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde","?  your  name ? ? ",0.32189913988113406,0.5894689708948135,0.06287483,0.6894462,,,,,,,,,
63,,So your name is Hidde?,yes,"who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde?","! ",0.0,0.05535900220274925,0.01200248,0.6718855,,,,,,,,,
64,Leolani2,yes,Would you like to chat? I'll do my best to keep up,"know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes"," would  you  like  to ?  i  try  my  best  to  keep  it ",0.6183350930611292,0.7786557711660862,0.011167788,0.69278693,3,2,3,3,3,3,3,3,3
65,Hidde,Would you like to chat? I'll do my best to keep up,Do you like dogs?,"Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up"," do  you  like  football ",0.6075559854507446,0.6420620046555996,0.0063481475,0.040766705,,,,,,,,,
66,Leolani2,Do you like dogs?,"I know agent usually do like noun.animal, but I do not know this case","y a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs?","i  know  i  i  are .  dogs  but  i  did  not  in  the . ",0.2643175968634231,0.5976452524108546,0.019581133,0.3657113,2,2,2,1,2,2,2,2,2
67,Hidde,"I know agent usually do like noun.animal, but I do not know this case",Where do you live?,"hing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case"," where  do  you  like ",0.7147816866636276,0.8041008487343788,0.9650341,0.48093733,,,,,,,,,
68,Leolani2,Where do you live?,I don't know,"t want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live?","i  only  live ",0.2922382454077403,0.5493519802888235,0.9971593,0.82680976,2,1,1,2,2,2,2,3,3
69,Hidde,I don't know,Do you like pizza?,"ong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know"," do  you  like  dogs ",0.6269235610961914,0.8525923490524292,0.080939926,0.31456468,,,,,,,,,
70,Leolani2,Do you like pizza?,"I know agent usually do like noun.food, but I do not know this case"," are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza?"," i  know  i  usually  do  like  pizza  but  i  do  not  know  this  case ",0.8533892844404493,0.9650758717741285,0.99804014,0.44174537,2,2,2,1,2,2,2,2,2
71,Hidde,"I know agent usually do like noun.food, but I do not know this case",I live in Amsterdam,"Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case"," i  live  in  tex ",0.7190204411745071,0.7575197815895081,0.99842626,0.4582078,,,,,,,,,
72,Leolani2,I live in Amsterdam,Let me ask you something. Has a cuisine ever be from amsterdam?,"our name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam"," let  me  ask  you , can  your  dog  to  come  from  there ",0.3482664655894041,0.6030084962646166,0.998349,0.542596,1,1,2,2,1,1,2,2,3
73,Hidde,Let me ask you something. Has a cuisine ever be from amsterdam?,yes,"o keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam?"," i ",0.0,0.32074612379074097,0.9984404,0.9970901,,,,,,,,,
74,Leolani2,yes,... just like in my dream,"ep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes",",  just  not  in  my  country ",0.24665880451599756,0.4324657718340556,0.9984343,0.99706376,1,1,1,1,1,1,1,1,3
75,Hidde,... just like in my dream,stop,"know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream",". ",0.0,0.21033379435539246,0.9981982,0.9972828,,,,,,,,,
