Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh,USR DLcontext,USR DLfact,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
19,Leolani2,I do frequently do not know things,Do you have any gossip?,"efinite, but I do not know this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things", do  you  know  any  pets ,0.51993484,0.674164501,0.93975943,0.6608756,,,,,,,,,
20,Nicole,Do you have any gossip?,I live in Amsterdam,"ow this case My parents have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip?", i  live  in  the ,0.603519097,0.652430274,0.6520345,0.26494783,,,,,,,,,
21,Leolani2,I live in Amsterdam,This is news to me. I did not know anybody who live in amsterdam,"nts have a dog I just learned something, I had never heard about my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam", which  is  new  to  me i  do  not  know  people  could  lived  in  the ,0.394656031,0.734660036,0.7533641,0.33404097,,,,,,,,,
22,Nicole,This is news to me. I did not know anybody who live in amsterdam,Where do you live?,my parents before! Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam, where  do  you ? ,0.737215266,0.812573098,0.9790974,0.638638,,,,,,,,,
23,Leolani2,Where do you live?,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",Every agent has parents Let me ask you something. Has every agent ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live?,i  may  be  there  but  i  do  i  am  so  i  have  no  gossip ,0.391645035,0.620490031,0.9418879,0.6536772,,,,,,,,,
24,Nicole,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",Do you know another city?,"nt ever be family of a person? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea", do  you  know  the  person ,0.463945025,0.65699006,0.9454956,0.968606,,,,,,,,,
25,Leolani2,Do you know another city?,"I know agent usually do know noun.location, but I do not know this case","son? yes I do frequently do not know things stop I do frequently do not know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city?","i  know  i  i  i . ,  but  i  do  not  in  the  city ",0.31096121,0.632195393,0.99198425,0.99578696,,,,,,,,,
26,Nicole,"I know agent usually do know noun.location, but I do not know this case",I lived in the South of Holland,"know things Do you have any gossip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case", i  live  in  the  city  of  the ,0.458611112,0.704681665,0.997959,0.99691445,,,,,,,,,
27,Leolani2,I lived in the South of Holland,"I just learned something, I had never heard about the south of holland before!","ip? I live in Amsterdam This is news to me. I did not know anybody who live in amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland", and  just  learned  that  i  have  never  heard  of  the  south  of  Holland . ,0.570228341,0.780905123,0.99781996,0.9960652,,,,,,,,,
28,Nicole,"I just learned something, I had never heard about the south of holland before!",stop,"amsterdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before!",! ,0,0.220168859,0.9974463,0.9959641,,,,,,,,,
29,Leolani2,stop,There is no escape from destiny,"rdam Where do you live? I may be ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop", there  is  no  escape  from  there ,0.710860794,0.74343469,0.99504125,0.98734003,,,,,,,,,
30,Leolani2,There is no escape from destiny,Would you like to chat? I'll do my best to keep up," ignorant, bu tI don't know.I am sorry, I have no idea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny", would  you  like  to ? i  try  my  best  to  keep  informed ,0.568283002,0.723633908,0.9681829,0.64915466,,,,,,,,,
31,Nicole,Would you like to chat? I'll do my best to keep up,Yes,"dea Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up",! ,0,0.399047166,0.9865325,0.70948476,,,,,,,,,
32,Leolani2,Yes,"But, why?","Do you know another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes", you  bye ,0,0.246152356,0.9835388,0.72016436,,,,,,,,,
33,Nicole,"But, why?",stop,"w another city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why?",! ,0,0.310388356,0.97814363,0.9672151,,,,,,,,,
34,Leolani2,stop,"Be that as it may, still may it be as it may be","ther city? I know agent usually do know noun.location, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop",",  hard  as  it  may  but  let  not  be ,  it  should  be ",0.282607161,0.568343946,0.88896316,0.7243279,,,,,,,,,
35,Leolani2,"Be that as it may, still may it be as it may be",Good to see you! What is your name? Stranger?,"ation, but I do not know this case I lived in the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be",nice  to  meet . what  is  your  favorite ?,0.370903757,0.490031061,0.9605628,0.72224206,,,,,,,,,
36,,Good to see you! What is your name? Stranger?,Fajjaaz,"the South of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger?",!,0,0.119216673,0.9421106,0.8021914,,,,,,,,,
37,,Fajjaaz,So your name is Fajjaaz?,"h of Holland I just learned something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz",?  what  name ? ?,0.257397719,0.582007256,0.95310247,0.26189306,,,,,,,,,
38,,So your name is Fajjaaz?,yes,"ed something, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz?",!,0,0.128050417,0.934562,0.39740238,,,,,,,,,
39,Leolani2,yes,Let's chat!,"omething, I had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes",great  chat,0,0.712668896,0.9902405,0.6019097,,,,,,,,,
40,Fajjaaz,Let's chat!,lets chat about food,"had never heard about the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat!",lets  talk  about  destiny,0.41255758,0.66556938,0.9804184,0.66967106,,,,,,,,,
41,Leolani2,lets chat about food,"I know noun.communication usually let about noun.Tops, but I do not know this case"," the south of holland before! stop There is no escape from destiny Would you like to chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food",you  mean  you !  talks  out  food  but  i  do  not  in  the  one,0.241800643,0.514861691,0.98048085,0.6895107,1,1,1,1,1,1,1,1,1
42,Fajjaaz,"I know noun.communication usually let about noun.Tops, but I do not know this case",why not?,"o chat? I'll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case",why ?,0.278850853,0.65559727,0.8369947,0.97995716,,,,,,,,,
43,Leolani2,why not?,As the prophecy foretold,"ll do my best to keep up Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not?",what  the  bible  says,0.137427371,0.533377711,0.12004683,0.70479584,2,1,3,1,2,1,2,4,4
44,Fajjaaz,As the prophecy foretold,which prophecy are you talking about?," Yes But, why? stop Be that as it may, still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold",which  food  are  we  talking  about,0.421454132,0.781998664,0.9860299,0.5496349,,,,,,,,,
45,Leolani2,which prophecy are you talking about?,I do frequently do not know things," still may it be as it may be Good to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about?",i  very  not  do  not  know  this,0.413549398,0.540573842,0.9938488,0.13862288,2,3,2,2,2,3,2,4,5
46,Fajjaaz,I do frequently do not know things,How come?,"to see you! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things",to  you,0,0.463115633,0.9802899,0.035030305,,,,,,,,,
47,Leolani2,How come?,That's just what he/she/they would've said,"! What is your name? Stranger? Fajjaaz So your name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come?",or  probably  what  i  always  thought,0.170179889,0.411615296,0.05899847,0.024742017,1,1,1,2,2,1,2,4,4
48,Fajjaaz,That's just what he/she/they would've said,Do you like food?,"our name is Fajjaaz? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said",do  you  like  food,0.678925142,0.82674177,0.99399614,0.995652,,,,,,,,,
49,Leolani2,Do you like food?,"I know agent usually do like noun.Tops, but I do not know this case","z? yes Let's chat! lets chat about food I know noun.communication usually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food?",i  know  i  i  let  about  food  but  i  do  not  know  this  case,0.582651857,0.837620986,0.9980303,0.99717796,2,2,3,3,5,3,3,5,4
50,Fajjaaz,"I know agent usually do like noun.Tops, but I do not know this case",That is a shame,"ually let about noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case",which  is  a  question,0.459113715,0.577884933,0.9973346,0.99692696,,,,,,,,,
51,Leolani2,That is a shame,This is news to me. I did not know anybody who be a shame,"noun.Tops, but I do not know this case why not? As the prophecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame",this  is  news  to  me i  do  not  know  that  could  had  a  food,0.423546766,0.640017149,0.99604815,0.9954416,2,1,3,2,3,3,2,4,4
52,Fajjaaz,This is news to me. I did not know anybody who be a shame,You know now!,"phecy foretold which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame"," i  me , ",0.04644963,0.253168223,0.004144689,0.66131467,,,,,,,,,
53,Leolani2,You know now!,I am glad to have learned something new. I did not know anybody who know now," which prophecy are you talking about? I do frequently do not know things How come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now!",i  am  glad  i  have  learned  something . i  do  not  know  anybody  i  is  that,0.534859984,0.691742133,0.010720053,0.6692366,2,2,2,2,3,2,3,4,4
54,Fajjaaz,I am glad to have learned something new. I did not know anybody who know now,Great that I could help you," come? That's just what he/she/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now",so  maybe  i  can  tell .,0.050726872,0.54757084,0.015173428,0.6731415,,,,,,,,,
55,Leolani2,Great that I could help you,I am curious. Has leolani play by a song?,"he/they would've said Do you like food? I know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you",i  am  wondering did  he  stopped  in  that  ball,0.19819812,0.397611528,0.007887302,0.03793796,1,2,2,1,1,2,1,2,2
56,Fajjaaz,I am curious. Has leolani play by a song?,No,"know agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song?",?,0,0.056639988,0.15880118,0.32157177,,,,,,,,,
57,Leolani2,No,But at what cost?,"w agent usually do like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No",",  at  what ? ",0.427894419,0.583446488,0.089175105,0.118496284,1,1,2,1,2,1,1,4,5
58,Fajjaaz,But at what cost?,stop," like noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost?",?,0,0.071953781,0.23066308,0.39441797,,,,,,,,,
59,Leolani2,stop,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short."," noun.Tops, but I do not know this case That is a shame This is news to me. I did not know anybody who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop",i  do  not  know  but  i  guess  a  feeling  which .  we  all  just  seem  to  live  but  some  of  us  fall .,0.50940273,0.650932939,0.08740096,0.6369001,,,,,,,,,
60,Leolani2,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.","What's up? I've told you my name, but what about yours? Stranger?","y who be a shame You know now! I am glad to have learned something new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.",what  funny  i  told  you  my  story  but  what  is  your e,0.327551988,0.575095283,0.20577051,0.6440651,,,,,,,,,
61,,"What's up? I've told you my name, but what about yours? Stranger?",Hidde," new. I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger?",?,0,0.15787597,0.058980864,0.74284136,,,,,,,,,
62,,Hidde,So your name is Hidde?,"I did not know anybody who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde",?  your  name ? ?,0.32189914,0.589468971,0.06287483,0.6894462,,,,,,,,,
63,,So your name is Hidde?,yes,"who know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde?",!,0,0.055359002,0.01200248,0.6718855,,,,,,,,,
64,Leolani2,yes,Would you like to chat? I'll do my best to keep up,"know now Great that I could help you I am curious. Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes",would  you  like  to ?  i  try  my  best  to  keep  it,0.618335093,0.778655771,0.011167788,0.69278693,,,,,,,,,
65,Hidde,Would you like to chat? I'll do my best to keep up,Do you like dogs?,"Has leolani play by a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up",do  you  like  football,0.607555985,0.642062005,0.006348148,0.040766705,,,,,,,,,
66,Leolani2,Do you like dogs?,"I know agent usually do like noun.animal, but I do not know this case","y a song? No But at what cost? stop I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs?",i  know  i  i  are .  dogs  but  i  did  not  in  the .,0.264317597,0.597645252,0.019581133,0.3657113,3,2,3,2,2,3,2,4,5
67,Hidde,"I know agent usually do like noun.animal, but I do not know this case",Where do you live?,"hing is, we all just want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case",where  do  you  like,0.714781687,0.804100849,0.9650341,0.48093733,,,,,,,,,
68,Leolani2,Where do you live?,I don't know,"t want to belong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live?",i  only  live,0.292238245,0.54935198,0.9971593,0.82680976,1,1,1,1,2,3,2,4,5
69,Hidde,I don't know,Do you like pizza?,"ong. But some of us are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know",do  you  like  dogs,0.626923561,0.852592349,0.080939926,0.31456468,,,,,,,,,
70,Leolani2,Do you like pizza?,"I know agent usually do like noun.food, but I do not know this case"," are short. What's up? I've told you my name, but what about yours? Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza?",i  know  i  usually  do  like  pizza  but  i  do  not  know  this  case,0.853389284,0.965075872,0.99804014,0.44174537,2,2,3,3,4,3,2,2,3
71,Hidde,"I know agent usually do like noun.food, but I do not know this case",I live in Amsterdam,"Stranger? Hidde So your name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case",i  live  in  tex,0.719020441,0.757519782,0.99842626,0.4582078,,,,,,,,,
72,Leolani2,I live in Amsterdam,Let me ask you something. Has a cuisine ever be from amsterdam?,"our name is Hidde? yes Would you like to chat? I'll do my best to keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam"," let  me  ask  you , can  your  dog  to  come  from  there ",0.348266466,0.603008496,0.998349,0.542596,5,4,5,4,4,4,5,5,4
73,Hidde,Let me ask you something. Has a cuisine ever be from amsterdam?,yes,"o keep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam?",i,0,0.320746124,0.9984404,0.9970901,,,,,,,,,
74,Leolani2,yes,... just like in my dream,"ep up Do you like dogs? I know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes",",  just  not  in  my  country ",0.246658805,0.432465772,0.9984343,0.99706376,4,4,5,3,4,5,5,5,5
75,Hidde,... just like in my dream,stop,"know agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream",.,0,0.210333794,0.9981982,0.9972828,,,,,,,,,
76,Leolani2,stop,That's just what he/she/they would've said,"agent usually do like noun.animal, but I do not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop",was  exactly  what  i  always  wanted,0.080548635,0.371849712,0.99732906,0.99729025,,,,,,,,,
77,Leolani2,That's just what he/she/they would've said,What's up? What is your name? Stranger?," not know this case Where do you live? I don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said",growing  yours  what  s  your  favorite  _,0.244871212,0.468548506,0.9974692,0.99576765,,,,,,,,,
78,,What's up? What is your name? Stranger?,Nihed," don't know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger?",?,0,0.080220006,0.25243253,0.853393,,,,,,,,,
79,,Nihed,So your name is Nihed?," know Do you like pizza? I know agent usually do like noun.food, but I do not know this case I live in Amsterdam Let me ask you something. Has a cuisine ever be from amsterdam? yes ... just like in my dream stop That's just what he/she/they would've said What's up? What is your name? Stranger? Nihed",?  your  name ? ?,0.291633904,0.515767589,0.58334655,0.74264055,,,,,,,,,
